zipcode,province,area
6216,Negros Oriental,Bacung
6206,Negros Oriental,Bais
6222,Negros Oriental,Basay
6221,Negros Oriental,Bayawan
6209,Negros Oriental,Bindoy
6223,Negros Oriental,Canlaon
6217,Negros Oriental,Dauin
6200,Negros Oriental,Dumaguete
6214,Negros Oriental,Guihulngan
6212,Negros Oriental,Jimalalud
6213,Negros Oriental,La Libertad
6207,Negros Oriental,Mabinay
8208,Negros Oriental,Manjuyod
6205,Negros Oriental,Pamplona
6202,Negros Oriental,San Jose
6219,Negros Oriental,Siaton
6201,Negros Oriental,Sibulan
6220,Negros Oriental,Sta. Catalina
6204,Negros Oriental,Tanjay
6211,Negros Oriental,Tayasan
6215,Negros Oriental,Valencia
6224,Negros Oriental,Valle hermoso
6218,Negros Oriental,Zamboangita
6230,Siquijor,Enrique Villanueva
6226,Siquijor,Larena
6228,Siquijor,Lazi
6229,Siquijor,Maria
6227,Siquijor,San Juan
6225,Siquijor,Siquijor
6544,Biliran Sub-Province,Almeria
6549,Biliran Sub-Province,Biliran
6550,Biliran Sub-Province,Cabuccayan
6548,Biliran Sub-Province,Caibiran
6547,Biliran Sub-Province,Culaba
6545,Biliran Sub-Province,Kawayan
6546,Biliran Sub-Province,Maripipi
6543,Biliran Sub-Province,Naval
6822,Eastern Samar,Arteche
6812,Eastern Samar,Balangiga
6801,Eastern Samar,Balangkayan
6800,Eastern Samar,Bongonan
6806,Eastern Samar,Can-Avid
6817,Eastern Samar,Dolores
6805,Eastern Samar,Gen. MacArthur
6811,Eastern Samar,Giporlos
6809,Eastern Samar,Guiuan
6804,Eastern Samar,Hernani
6819,Eastern Samar,Jipapad
6813,Eastern Samar,Lawa-an
6803,Eastern Samar,Llorente
6820,Eastern Samar,Maslog
6802,Eastern Samar,Maydulong
6808,Eastern Samar,Mercedes
6818,Eastern Samar,Oras
6810,Eastern Samar,Quinapundan
6807,Eastern Samar,Salcedo
6814,Eastern Samar,San Julian
6821,Eastern Samar,San Policarpio
6815,Eastern Samar,Sulat
6816,Eastern Samar,Taft
6510,Leyte,Abuyog
6517,Leyte,Alangalang
6542,Leyte,Albuera
6520,Leyte,Babatngon
6516,Leyte,Barauen
6519,Leyte,Barugo
6525,Leyte,Bato
6521,Leyte,Baybay
6534,Leyte,Calubian
6530,Leyte,Capoocan
6529,Leyte,carigara
6515,Leyte,Dagami
6505,Leyte,Dulag
6524,Leyte,Hilongos
6523,Leyte,Hindang
6522,Leyte,Inopacan
6539,Leyte,Isabel
6527,Leyte,Jaro
6511,Leyte,Javier
6506,Leyte,Julita
6531,Leyte,Kananga
6508,Leyte,La Paz
6533,Leyte,Leyte
6509,Leyte,Macathur
6512,Leyte,Mahaplag
6532,Leyte,Matag-ob
6526,Leyte,Matalom
6507,Leyte,Mayorga
6540,Leyte,Merida
6541,Leyte,Ormoc
6501,Leyte,Palo
6538,Leyte,Palompon
6514,Leyte,Pastrana
6535,Leyte,San Isidro
6518,Leyte,San Miguel
6513,Leyte,Sta. Fe
6536,Leyte,Tabango
6504,Leyte,Tabontabon
6500,Leyte,Tacloban
6502,Leyte,Tanauan
6503,Leyte,Tolosa
6528,Leyte,Tunga
6537,Leyte,Villaba
6405,Northern Samar,Allen
6410,Northern Samar,Biri
6401,Northern Samar,Bobon
6408,Northern Samar,Capul
6400,Northern Samar,Catarman
6418,Northern Samar,Catubig
6422,Northern Samar,Gamay
6420,Northern Samar,La Navas
6411,Northern Samar,Laoang
6423,Northern Samar,Lapineg
6404,Northern Samar,Lavezares
6403,Northern Samar,Lope de Vega
6412,Northern Samar,Mapanas
6417,Northern Samar,Mondragon
6421,Northern Samar,Palapag
6413,Northern Samar,Pambujan
6416,Northern Samar,Rosario
6407,Northern Samar,San Antonio
6409,Northern Samar,San Isidro
6402,Northern Samar,San Jose
6415,Northern Samar,San Roque
6419,Northern Samar,San Vicente
6414,Northern Samar,Silvino Lubos
6406,Northern Samar,Victoria
6610,Southern Leyte,Anahawan
6604,Southern Leyte,Bontoc
6608,Southern Leyte,Hinunangan
6609,Southern Leyte,Hinundayan
6615,Southern Leyte,Libagon
6612,Southern Leyte,Liloan
6600,Southern Leyte,Maasin
6601,Southern Leyte,Macrohon
6603,Southern Leyte,Malitbog
6601,Southern Leyte,Padre Burgos
6614,Southern Leyte,Pintuyan
6613,Southern Leyte,San Francisco
6611,Southern Leyte,San Juan (Cabalian)
6617,Southern Leyte,San Ricardo
6607,Southern Leyte,Silago
6606,Southern Leyte,Sogod
6616,Southern Leyte,St. bernard
6605,Southern Leyte,Tomas Oppus
6724,Western Samar,Almagro
6720,Western Samar,Basey
6710,Western Samar,Calbayog
6715,Western Samar,Calbiga
6700,Western Samar,Catbalogan
6722,Western Samar,Daram
6706,Western Samar,Gandara
6713,Western Samar,Hinbangan
6701,Western Samar,Jiabong
6721,Western Samar,Marabut
6708,Western Samar,Matuguinao
6702,Western Samar,Motiong
6705,Western Samar,Pagsangjan
6716,Western Samar,Pinabacdao
6707,Western Samar,San Jorge
6723,Western Samar,San Jose de Bauan
6714,Western Samar,San sebastian
6709,Western Samar,Sta. Margarita
6718,Western Samar,Sta. Rita
6711,Western Samar,Sto. Niño
6712,Western Samar,Tagapulan
6719,Western Samar,Talarora
6704,Western Samar,Tarangnan
6717,Western Samar,Villareal
6703,Western Samar,Wright
6725,Western Samar,Zumarraga
7123,Zamboanga del Norte,Baliguian
7101,Zamboanga del Norte,Dapitan
7100,Zamboanga del Norte,Dipolog
7118,Zamboanga del Norte,Gutalac
7111,Zamboanga del Norte,Jose Dalman (Ponot)
7124,Zamboanga del Norte,Kalawit
7109,Zamboanga del Norte,Katipunan
7119,Zamboanga del Norte,La Libertad
7117,Zamboanga del Norte,Labason
7115,Zamboanga del Norte,Liloy
7110,Zamboanga del Norte,Manukan
7107,Zamboanga del Norte,Mutia
7105,Zamboanga del Norte,Pinan
7106,Zamboanga del Norte,Polanco
7104,Zamboanga del Norte,Rizal
7102,Zamboanga del Norte,Roxas
7114,Zamboanga del Norte,salug
7108,Zamboanga del Norte,Sergio Osmeña
7113,Zamboanga del Norte,Siayan
7122,Zamboanga del Norte,Sibuco
7103,Zamboanga del Norte,Sibutad
7112,Zamboanga del Norte,Sindangan (Leon B. Postigo)
7120,Zamboanga del Norte,Siocon
7121,Zamboanga del Norte,Siraway
7116,Zamboanga del Norte,Tampilisan
7040,Zamboanga del Sur,Alicia
7020,Zamboanga del Sur,Aurora
7011,Zamboanga del Sur,Bayog
7009,Zamboanga del Sur,Buug
7032,Zamboanga del Sur,Dimataling
7030,Zamboanga del Sur,Dinas
7039,Zamboanga del Sur,Diplahan
7022,Zamboanga del Sur,Don Mariano Marcos
7015,Zamboanga del Sur,Dumalinao
7028,Zamboanga del Sur,Dumingag
7042,Zamboanga del Sur,Guipos
7007,Zamboanga del Sur,Imelda
7001,Zamboanga del Sur,Ipil
7027,Zamboanga del Sur,Josefina
7005,Zamboanga del Sur,Kabalasan
7013,Zamboanga del Sur,Kumalarang
7017,Zamboanga del Sur,Labangan
7014,Zamboanga del Sur,Lakewood
7037,Zamboanga del Sur,Lapuyan
7010,Zamboanga del Sur,Mabuhay
7026,Zamboanga del Sur,Mahayag
7038,Zamboanga del Sur,Malangas
7035,Zamboanga del Sur,Margo sa Tubig
7021,Zamboanga del Sur,Midsalip
7023,Zamboanga del Sur,Molave
7004,Zamboanga del Sur,Naga
7041,Zamboanga del Sur,Olutanga
7016,Zamboanga del Sur,Pagadian
7008,Zamboanga del Sur,Payao
7033,Zamboanga del Sur,Pitogo
7024,Zamboanga del Sur,Ramon Magsaysay
7002,Zamboanga del Sur,Roseller Lim
7029,Zamboanga del Sur,San Miguel
7031,Zamboanga del Sur,San Pablo
7006,Zamboanga del Sur,Siay
7034,Zamboanga del Sur,Tabina
7012,Zamboanga del Sur,Talusan
7025,Zamboanga del Sur,Tambulig
7043,Zamboanga del Sur,Tigbad
7003,Zamboanga del Sur,Titay
7019,Zamboanga del Sur,Tukuran
7018,Zamboanga del Sur,Tungawan
7036,Zamboanga del Sur,Vicencio Sagun
7000,Zamboanga del Sur,Zamboanga 
8707,Bukidnon,Baungon
8721,Bukidnon,Damulog
8719,Bukidnon,Dangcagan
8712,Bukidnon,Don Carlos
8702,Bukidnon,Impasugong
8723,Bukidnon,Kabanglasan
8713,Bukidnon,Kadingilan
8718,Bukidnon,Kalilangan
8720,Bukidnon,Kibawe
8716,Bukidnon,Kitaotao
8722,Bukidnon,Lantapan
8706,Bukidnon,Libuna
8700,Bukidnon,Malaybalay
8704,Bukidnon,Malitbog
8703,Bukidnon,Manolo Fortich
8714,Bukidnon,Maramag
8710,Bukidnon,Masuan
8717,Bukidnon,Pangantucan
8705,Bukidnon,Phillips
8715,Bukidnon,Quezon
8711,Bukidnon,San Fernando
8701,Bukidnon,Sumilao
8708,Bukidnon,Talakag
8709,Bukidnon,Valencia
9104,Camiguin,Catarman
9102,Camiguin,Guinsiliban
9101,Camiguin,Mahinog
9100,Camiguin,Mambajao
9103,Camiguin,Saglay
9205,Lanao del Norte,Bacolod
9217,Lanao del Norte,Baloi
9210,Lanao del Norte,Baroy
9200,Lanao del Norte,Iligan
9214,Lanao del Norte,Kapatagan
9215,Lanao del Norte,Karomatan
9202,Lanao del Norte,Kauswagan
9207,Lanao del Norte,Kolambugan
9211,Lanao del Norte,Lala
9201,Lanao del Norte,Linamon
9221,Lanao del Norte,Magsaysay
9206,Lanao del Norte,Maigo
9203,Lanao del Norte,Matungao
9219,Lanao del Norte,Munai
9216,Lanao del Norte,Nunungan
9208,Lanao del Norte,Pantao Ragat
9218,Lanao del Norte,Pantar
9204,Lanao del Norte,Poona Piagapo
9212,Lanao del Norte,Salvador
9213,Lanao del Norte,Sapad
9222,Lanao del Norte,Tagoloan
9220,Lanao del Norte,Tangkal
9209,Lanao del Norte,Tubod
7206,Misamis Occidental,Aloran
7211,Misamis Occidental,baliangao
7215,Misamis Occidental,Bonifacio
7210,Misamis Occidental,Calamba
7201,Misamis Occidental,Clarin
7213,Misamis Occidental,Concepcion
7204,Misamis Occidental,Jimenez
7208,Misamis Occidental,Lopez Jaena
7207,Misamis Occidental,Oroquieta
7200,Misamis Occidental,ozamis
7205,Misamis Occidental,Panaon
7209,Misamis Occidental,Plaridel
7212,Misamis Occidental,Sapang dalaga
7203,Misamis Occidental,Sinacaban
7214,Misamis Occidental,Tangub
9018,Misamis Oriental,Alubijid
9005,Misamis Oriental,Balingasag
9011,Misamis Oriental,Balinguan
9008,Misamis Oriental,Binuangan
9000,Misamis Oriental,Cagayan,de Oro
9004,Misamis Oriental,Claveria
9017,Misamis Oriental,El Salvador
9014,Misamis Oriental,Gingoog
9020,Misamis Oriental,Gitagum
9022,Misamis Oriental,Initao
9003,Misamis Oriental,Jasaan
9010,Misamis Oriental,Kinogitan
9019,Misamis Oriental,Laguindian
9006,Misamis Oriental,Langonglog
9021,Misamis Oriental,Libertad
9025,Misamis Oriental,Lugait
9015,Misamis Oriental,Magsasay
9024,Misamis Oriental,Manticao
9013,Misamis Oriental,Medina
9023,Misamis Oriental,Naawan
9016,Misamis Oriental,Opol
9007,Misamis Oriental,Salay
9009,Misamis Oriental,Sugbongcogon
9001,Misamis Oriental,Tagoloan
9012,Misamis Oriental,Talisayan
7202,Misamis Oriental,Tudela
9002,Misamis Oriental,Villanueva
8803,Compostela Valley,Compostela
8810,Compostela Valley,Laak
8807,Compostela Valley,Mabini
8806,Compostela Valley,Maco
8808,Compostela Valley,Maragusan
8802,Compostela Valley,Mawab
8805,Compostela Valley,Monkayo
8801,Compostela Valley,Montevista
8800,Compostela Valley,Nabunturan
8804,Compostela Valley,New Bataan
8809,Compostela Valley,Pantukan
8005,Davao del Sur,Bansalan
8000,Davao del Sur,Davao
8002,Davao del Sur,Digos
8013,Davao del Sur,Don Marcelino
8006,Davao del Sur,Hagunoy
8014,Davao del Sur,Jose Abad Santos
8008,Davao del Sur,Kiblawan
8004,Davao del Sur,Magsaysay
8012,Davao del Sur,Malita
8003,Davao del Sur,Matanao
8007,Davao del Sur,Padada
8001,Davao del Sur,Santa Cruz
8011,Davao del Sur,Santa Maria
8015,Davao del Sur,Sarangani
8009,Davao del Sur,Sulop
8102,Davao del Norte,Asuncion
8118,Davao del Norte,Babak
8101,Davao del Norte,Carmen
8113,Davao del Norte,Kapalong
8120,Davao del Norte,Kaputian
8104,Davao del Norte,New Corella
8105,Davao del Norte,Panabo
8119,Davao del Norte,Samal
8116,Davao del Norte,San Mariano
8103,Davao del Norte,San Vicente
8112,Davao del Norte,Santo Tomas
8100,Davao del Norte,Tagum
8208,Davao Oriental,Banaybanay
8204,Davao Oriental,Banganga
8206,Davao Oriental,Boston
8203,Davao Oriental,Caraga
8205,Davao Oriental,Cateel
8210,Davao Oriental,Gov. Generoso
8207,Davao Oriental,Lopon
8202,Davao Oriental,Manay
8200,Davao Oriental,Mati
8209,Davao Oriental,San Isidro
8201 Davao Oriental,Tarragona
9413,North Cotabato,Alamada
9415,North Cotabato,Aleosan
9414,North Cotabato,Antipas
9417,North Cotabato,Arakan
9416,North Cotabato,Banisilan
9408,North Cotabato,Carmen
9407,North Cotabato,Kabacan
9400,North Cotabato,Kidapawan
9411,North Cotabato,Libungan
9404,North Cotabato,Magpet
9401,North Cotabato,Makilala
9406,North Cotabato,Matalam
9410,North Cotabato,Midsayap
9402,North Cotabato,M'lang
9412,North Cotabato,Pigkawayan
9409,North Cotabato,Pikit
9405,North Cotabato,Pre. Roxas
9403,North Cotabato,Tulunan
9501,Sarangani,Alabel
9517,Sarangani,Glan
9514,Sarangani,Kiamba
9502,Sarangani,Maasim
9515,Sarangani,Maitum
9516,Sarangani,Malapatan
9503,Sarangani,Malungon
9511,South Cotabato,Banga
9500,South Cotabato,Gen. Santos
9506,South Cotabato,Koronadal
9508,South Cotabato,Norala
9504,South Cotabato,Polomolok
9509,South Cotabato,Sto. Niño
9512,South Cotabato,Surallah
9507,South Cotabato,Tampacan
9510,South Cotabato,Tantangan
9513,South Cotabato,T'boli
9505,South Cotabato,Tupi
9810,Sultan Kudarat,Bagumbayan
9801,Sultan Kudarat,Columbio
9806,Sultan Kudarat,Esperanza (Ampatuan)
9805,Sultan Kudarat,Isulan
9808,Sultan Kudarat,Kalamansig
9807,Sultan Kudarat,Lebak (Salaman)
9803,Sultan Kudarat,Lutayan
9802,Sultan Kudarat,Mariano Marcos
9809,Sultan Kudarat,Palimbang
9804,Sultan Kudarat,Pres. Quirino
9811,Sultan Kudarat,Sen. Ninoy Aquino
9800,Sultan Kudarat,Takurong
7300,Basilan,Isabela,de Basilan
7302,Basilan,Lamitan
7301,Basilan,Lantawan
7303,Basilan,Maluso
7305,Basilan,Sumisip
7304,Basilan,Tipo-Tipo
7306,Basilan,Tuburan
9316,Lanao del Sur,Bacolod Grande
9302,Lanao del Sur,Balabagan
9318,Lanao del Sur,Balindong
9309,Lanao del Sur,Bayang
9310,Lanao del Sur,Binindayan
9714,Lanao del Sur,Buadiposo Buntong
9708,Lanao del Sur,Bubong
9320,Lanao del Sur,Bumbaran
9305,Lanao del Sur,Butig
9319,Lanao del Sur,Calanogas
9311,Lanao del Sur,Ganassi
9709,Lanao del Sur,Kapai
9703,Lanao del Sur,Lumba Bayabao
9307,Lanao del Sur,Lumbatan
9306,Lanao del Sur,Lumbayanague
9308,Lanao del Sur,Macador Andong
9315,Lanao del Sur,Madalum
9314,Lanao del Sur,Madamba
9715,Lanao del Sur,Maguing
9300,Lanao del Sur,Malabang
9303,Lanao del Sur,Maragong
9711,Lanao del Sur,Marantao
9700,Lanao del Sur,Marawi
9706,Lanao del Sur,Masiu
9702,Lanao del Sur,Mulondo
9312,Lanao del Sur,Pagayawan
9710,Lanao del Sur,Piapago
9705,Lanao del Sur,Poona Bayabao
9313,Lanao del Sur,Pualas
9713,Lanao del Sur,Ramain-Ditsaan
9701,Lanao del Sur,Saguiaran
9301,Lanao del Sur,Sultan Gumander
9321,Lanao del Sur,Tagoloan - II
9704,Lanao del Sur,Tamparan
9712,Lanao del Sur,Taraka
9304,Lanao del Sur,Tubaran
9317,Lanao del Sur,Tugaya
9716,Lanao del Sur,Wao
9609,Maguindanao,Ampatuan
9614,Maguindanao,Baira
9615,Maguindanao,Buldon
9616,Maguindanao,Buluan
9600,Maguindanao,Cotabato
9601,Maguindanao,Datu Odin Sinsuat (Dinaig)
9617,Maguindanao,Datu Paglas
9607,Maguindanao,Datu Piang
9618,Maguindanao,Gen. S.K. Datun
9606,Maguindanao,Kabuntulan
9608,Maguindanao,Maganoy
9613,Maguindanao,Matanog
9610,Maguindanao,Pagalungan
9604,Maguindanao,Parang
9603,Maguindanao,South Upi
9605,Maguindanao,Sultan Kudarat
9611,Maguindanao,Sultan Sa Barongis
9612,Maguindanao,Talayan
9602,Maguindanao,Upi
7407,Sulu,Indanan
7400,Sulu,Jolo
7416,Sulu,Kalingalan Kalauang
7411,Sulu,Lugus
7404,Sulu,Luuk
7409,Sulu,Maimbung
7413,Sulu,Marungas
7402,Sulu,Panamao
7415,Sulu,Panglima Estino
7414,Sulu,Panguntaran
7408,Sulu,Parang
7405,Sulu,Pata
7401,Sulu,Patikul
7412,Sulu,Siasi
7403,Sulu,Talipao
7410,Sulu,Tapul
7406,Sulu,Tongkil
7501,Tawi-Tawi,Balimbing
7500,Tawi-Tawi,Bongao
7508,Tawi-Tawi,Cagayan de Sulu
7509,Tawi-Tawi,Languyan
7503,Tawi-Tawi,Sapa-Sapa
7505,Tawi-Tawi,Simunol
7506,Tawi-Tawi,Sitangkai
7504,Tawi-Tawi,South Ubian
7507,Tawi-Tawi,Taganak (Turtle Island)
7502,Tawi-Tawi,Tandu Bas
2800,Abra,Bangued
2815,Abra,Boliney
2817,Abra,Bucloc
2805,Abra,Bukay
2816,Abra,Daguioman
2825,Abra,Danglas
2801,Abra,Dolores
2826,Abra,La Paz
2821,Abra,Lacub
2824,Abra,Lagayan
2807,Abra,Lagiden
2802,Abra,Langagilang
2819,Abra,Licuan
2813,Abra,Luba
2820,Abra,Malibcong
2810,Abra,Manabo
2804,Abra,Peñarubia
2806,Abra,Pidigan
2812,Abra,Pilar
2818,Abra,Sal-Lapadan
2809,Abra,San Isidro
2823,Abra,San Juan
2808,Abra,San Quintin
2803,Abra,Tayum
2822,Abra,Tineg
2814,Abra,Tubo
2811,Abra,Villaviciosa
2612,Benguet,Atok
2600,Benguet,Baguio
2610,Benguet,Bakun
2605,Benguet,Bokod
2607,Benguet,Bugias
2604,Benguet,Itogon
2606,Benguet,Kabayan
2613,Benguet,Kapangan
2611,Benguet,Kibungan
2601,Benguet,La Trinidad
2609,Benguet,Lepanto
2608,Benguet,Manyakan
2602,Benguet,Phil. Military Academy (PMA)
2614,Benguet,Sablan
2603,Benguet,Tuba
2615,Benguet,Tublay
3606,Ifugao,Aguinaldo
3610,Ifugao,Asipulo
3601,Ifugao,Banaue
3607,Ifugao,Hingyon
3603,Ifugao,Hungduan
3604,Ifugao,Kiangan
3600,Ifugao,Lagawe
3605,Ifugao,Lamut
3602,Ifugao,Mayaoyao (Mayoyao)
3608,Ifugao,Potia
3609,Ifugao,Tinoc
3801,Kalinga-Apayao,Balbalan
3814,Kalinga-Apayao,Calanasan
3807,Kalinga-Apayao,Conner
3810,Kalinga-Apayao,Flora
3809,Kalinga-Apayao,Kabugao
3808,Kalinga-Apayao,Liwan (Rizal)
3802,Kalinga-Apayao,Lubuagan
3813,Kalinga-Apayao,Luna
3803,Kalinga-Apayao,Pasil
3806,Kalinga-Apayao,Pinukpuk
3812,Kalinga-Apayao,Pudtol
3811,Kalinga-Apayao,Sta. Marcela
3800,Kalinga-Apayao,Tabuk
3805,Kalinga-Apayao,Tanudan
3804,Kalinga-Apayao,Tinglayan
2623,Mountain Province,Barlig
2621,Mountain Province,Baukod
2618,Mountain Province,Besao
2616,Mountain Province,Bontoc
2614,Mountain Province,Natonin
2615,Mountain Province,Paracelis
2622,Mountain Province,Sabangan
2617,Mountain Province,Sadanga
2619,Mountain Province,Sagada
2620,Mountain Province,Tadian
8601,Agusan del Norte,Buenavista
8600,Agusan del Norte,Butuan
8605,Agusan del Norte,Cabadbaran
8603,Agusan del Norte,Carmen
8607,Agusan del Norte,Jabonga
8609,Agusan del Norte,Kitcharao
8610,Agusan del Norte,La Nieves
8604,Agusan del Norte,Magallanes
8602,Agusan del Norte,Nasipit
8611,Agusan del Norte,Remedios T. Romualdez
8608,Agusan del Norte,Santiago
8606,Agusan del Norte,Tubay
8502,Agusan del Sur,Bayugan
8506,Agusan del Sur,Bunawan
8513,Agusan del Sur,Esperanza
8508,Agusan del Sur,La Paz
8507,Agusan del Sur,Loreto
8500,Agusan del Sur,Prosperidad
8504,Agusan del Sur,Rosario
8501,Agusan del Sur,San Francisco
8511,Agusan del Sur,San Luis
8503,Agusan del Sur,Sibagat
8512,Agusan del Sur,Sta. Josefa
8510,Agusan del Sur,Talacogon
8505,Agusan del Sur,Trento
8509,Agusan del Sur,Veruela
8425,Surigao del Norte Alegria
8408,Surigao del Norte,Bacuag
8413,Surigao del Norte,Basilisa (Rizal)
8424,Surigao del Norte,Burgos
8411,Surigao del Norte,cagdianao
8410,Surigao del Norte,Claver
8417,Surigao del Norte,Dapa
8418,Surigao del Norte,Del carmen
8412,Surigao del Norte,Dinagat
8419,Surigao del Norte,Gen. Luna
8409,Surigao del Norte,Gigaquit
8414,Surigao del Norte,Libjo (Albor)
8415,Surigao del Norte,Loreto
8407,Surigao del Norte,Mainit
8402,Surigao del Norte,Malimano
8420,Surigao del Norte,Pilar
8405,Surigao del Norte,Placer
8423,Surigao del Norte,San Benito
8401,Surigao del Norte,San Francisco
8421,Surigao del Norte,San Isidro
8427,Surigao del Norte,San Jose
8404,Surigao del Norte,Sison
8416,Surigao del Norte,Socorro
8422,Surigao del Norte,Sta. Monica
8400,Surigao del Norte,Surigao
8403,Surigao del Norte,Tagan-an
8426,Surigao del Norte,Tubajon
8406,Surigao del Norte,Tubod
8309,Surigao del Sur,Barobo
8303,Surigao del Sur,Bayabas
8311,Surigao del Sur,Bislig
8304,Surigao del Sur,Cagwait
8317,Surigao del Sur,Cantillan
8315,Surigao del Sur,Carmen
8318,Surigao del Sur,Carrascal
8313,Surigao del Sur,Cortez
8310,Surigao del Sur,Hinatuan
8314,Surigao del Sur,Lanuza
8307,Surigao del Sur,Lianga
8312,Surigao del Sur,Lingig
8316,Surigao del Sur,Madrid
8306,Surigao del Sur,Marihatag
8305,Surigao del Sur,San Agustin
8301,Surigao del Sur,San Miguel
8308,Surigao del Sur,Tagbina
8302,Surigao del Sur,Tago
8300,Surigao del Sur,Tandag
// 1425,Caloocan  (North),Amparo Subdivision
// 1428,Caloocan  (North),Bagong Silang
// 1421,Caloocan  (North),Bagumbong/Pag-asa
// 1426,Caloocan  (North),Bankers Village
// 1424,Caloocan  (North),Capitol Parkland Subdivision
// 1420,Caloocan  (North),Kaybigaideparo
// 1423,Caloocan  (North),Lilles Ville Subdivision
// 1422,Caloocan  (North),Novaliches North
// 1427,Caloocan  (North),Tala Leprosarium
// 1427,Caloocan  (North),Victory Heights
// 1405,Caloocan  (South),1 St Ave. To 7th Ave.- West
// 1401,Caloocan  (South),Baesa
// 1411,Caloocan  (South),Fish Market
// 1403,Caloocan  (South),Grace Park East
// 1406,Caloocan  (South),Grace Park West
// 1412,Caloocan  (South),Isla De Cocomo
// 1400,Caloocan  (South),Caloocan  Cpo
// 1413,Caloocan  (South),Kapitbahayan East
// 1409,Caloocan  (South),Kaunlaran Village
// 1410,Caloocan  (South),Maypajo
// 1404,Caloocan  (South),San Jose
// 1408,Caloocan  (South),Sangandaan
// 1402,Caloocan  (South),Sta. Quiteria
// 1407,Caloocan  (South),University Hills
// 1750,Las Pinas,Almanza
// 1749,Las Pinas,Angela Village
// 1743,Las Pinas,Cut-cut
// 1745,Las Pinas,Gatchalian Subdivision
// 1740,Las Pinas,Las Pinas Cpo
// 1748,Las Pinas,Manila Doctors Village
// 1744,Las Pinas,Manuyo
// 1742,Las Pinas,Pulang Lupa
// 1741,Las Pinas,Remarville Subdivision
// 1752,Las Pinas,Soldiers Hills Subdivision
// 1751,Las Pinas,T.s. Cruz Subdivision
// 1747,Las Pinas,Talon, Moonwalk
// 1746,Las Pinas,Verdant Acres Subdivision
// 1742,Las Pinas,Zapote
// 1226,Makati,Ayala-paseo De Roxas
// 1233,Makati,Bangkal
// 1209,Makati,Bel-air
// 1214,Makati,Cembo
// 1217,Makati,Comembo
// 1221,Makati,Dasmarinas Village North
// 1222,Makati,Dasmarinas Village South
// 1219,Makati,Forbes Park North
// 1220,Makati,Forbes Park South
// 1201,Makati,Fort Bonifacio (Camp)
// 1202,Makati,Fort Bonifacio Naval Stn.
// 1228,Makati,Greenbelt
// 1212,Makati,Guadalupe Nuevo (Inc. Visayan
// 1211,Makati,Guadalupe Viejo (Inc. Palm Vil
// 1206,Makati,Kasilawan
// 1204,Makati,La Paz-singkamas-tejeros
// 1229,Makati,Legaspi Village
// 1232,Makati,Magallanes Village
// 1224,Makati,Makati,Commercial Center
// 1200,Makati,Makati,Gpo (Inc, Buendia Up To
// 1207,Makati,Olympia And Carmona
// 1235,Makati,Palanan
// 1231,Makati,Pasong Tamo 2000 Up, Ecology V
// 1218,Makati,Pembo
// 1213,Makati,Pinagkaisahan-pitogo
// 1230,Makati,Pio Del Pilar
// 1210,Makati,Poblacion
// 1216,Makati,Rembo (East) & Malapad Na Bato
// 1215,Makati,Rembo(west)
// 1227,Makati,Salcedo Village
// 1203,Makati,San Antonio Village (Inc. Malu
// 1234,Makati,San Isidro
// 1223,Makati,San Lorenzo Village
// 1205,Makati,Sta. Cruz
// 1225,Makati,Urdaneta Village
// 1208,Makati,Valenzuela (Inc. Santiago, San
// 1474,Malabon,Acacia
// 1476,Malabon,Araneta Subdivision
// 1480,Malabon,Dampalit
// 1471,Malabon,Flores
// 1409,Malabon,Kaunlaran Village
// 1472,Malabon,Longos
// 1470,Malabon,Malabon
// 1477,Malabon,Maysilo
// 1479,Malabon,Muzon
// 1475,Malabon,Potrero
// 1478,Malabon,Santolan
// 1473,Malabon,Tonsuya
// 1554,Mandaluyong,East Edsa
// 1556,Mandaluyong,Greenhills South
// 1550,Mandaluyong,Mandaluyong Cpo
// 1553,Mandaluyong,Phil. Natl. Mental Hospital
// 1552,Mandaluyong,Shaw Boulevard
// 1551,Mandaluyong,Vergara
// 1555,Mandaluyong,Wack Wack Golf
// 1006,Manila,Binondo
// 1002,Manila,Intramuros
// 1004,Manila,Malate
// 1000,Manila,Manila CPO - Ermita
// 1007,Manila,Paco
// 1011,Manila,Pandacan
// 1018,Manila,Port Area (South)
// 1001,Manila,Quiapo
// 1008,Manila,Sampaloc East
// 1015,Manila,Sampaloc West
// 1017,Manila,San Andres Bukid
// 1005,Manila,San Miguel
// 1010,Manila,San Nicolas
// 1009,Manila,Sta. Ana
// 1014,Manila,Sta. Cruz North
// 1003,Manila,Sta. Cruz South
// 1016,Manila,Sta. Mesa
// 1013,Manila,Tondo North
// 1012,Manila,Tondo South
// 1045,Manila, P. O. Boxes Ermita P.O. Boxes
// 1040,Manila, P. O. Boxes Sta Cruz P.O. Boxes
// 1035,Manila, P. O. Boxes Sta. Mesa P.O. Boxes
// 980,Manila, Big Users Asian Dev’t. Bank
// 917,Manila, Big Users Ateneo De Mla. Univ.
// 912,Manila, Big Users Bureau Of Plant Industry
// 926,Manila, Big Users Caltex (Philippines)
// 925,Manila, Big Users China Banking Corp.
// 922,Manila, Big Users De La Salle University
// 970,Manila, Big Users Dept. Of Justice
// 910,Manila, Big Users Dept. Of Labor & Emplymt.
// 923,Manila, Big Users Don Stewart Evangelic Assn.
// 902,Manila, Big Users Far East Broadcasting Corp.
